1249283390	553030928
1656493002	19550601
579967977	1588440872
677475974	1327968681
1569901424	683627381
1644070826	1349923362
1242325330	1181108718
913930167	791255822
144452015	908822410
1256952534	1912186811
1553417624	1465026117
2019986884	1231475013
658599279	86077669
740772853	233481529
688916377	999587078
898168772	1938199768
1552618006	407178126
1957750369	2132585983
1995618999	487742696
1313071017	1418036775
1171370077	809658195
620476489	266211759
1990766913	1534406656
1057467581	2135218928
295745418	166936467
1899922092	1849163043
1631962584	1772425328
933154408	143078215
1858502997	1673927261
376559744	399935727
526030691	1274728516
190651847	2078648698
1681906643	918568
2063751033	1530041994
488661264	1229338402
800595121	1660031341
2038996597	1421071611
1926243100	1882279863
807994619	836227033
1870015143	1103740038
1003163500	1622453587
805419433	487642437
1247395268	1738573841
630720652	958414617
1265017454	1007280397
1358350344	1791048146
134525265	1549002191
1722213196	1816431908
1549920760	1638480581
1198990254	2038582024
720335336	1999585376
1551129718	611848285
1273173339	1329889170
346644500	2081167958
18632556	69175996
1037424348	1021796056
1691629583	1842843781
1509438493	791541203
1433933974	2140159146
1749955821	551467781
999955895	960822517
195032279	1134481160
362341061	1917245475
803429421	1912261821
1408242408	2002419675
1803360197	2128577744
1854521403	1207006267
592942382	980211094
389411790	939586882
913895405	408044346
1008762878	1951319753
1429840402	552908814
1646679887	791795248
1344450017	933130213
784470746	946922190
1484597994	1784426641
1907744708	1679630273
771424153	122602121
1449392100	1574853574
2034863942	710150861
1429789602	1690740491
691244957	1136827357
750263111	1284187339
2117038452	1139674901
76290574	883450209
1547719247	1085053452
687286314	830076001
1637962266	186482553
1621871249	834928636
1119612767	258858347
1781850826	456727113
2043284988	1542111886
2136357387	667225494
1664714007	1438265839
94595420	1552094301
933052	1524385022
1095351145	692178010
513728732	1845614256
1976365349	483283536
837805509	2052655923
